timestamp,packet_id,actual_label
2025-03-26 23:51:52.996,0,0
2025-03-26 23:51:53.026,1,0
2025-03-26 23:51:53.045,2,4
2025-03-26 23:51:53.061,3,0
2025-03-26 23:51:53.089,4,0
2025-03-26 23:51:53.123,5,0
2025-03-26 23:51:53.132,6,0
2025-03-26 23:51:53.144,7,0
2025-03-26 23:51:53.173,8,0
2025-03-26 23:51:53.200,9,0
2025-03-26 23:51:53.215,10,4
2025-03-26 23:51:53.311,11,0
2025-03-26 23:51:53.341,12,0
2025-03-26 23:51:53.350,13,2
2025-03-26 23:51:53.364,14,0
2025-03-26 23:51:53.376,15,0
2025-03-26 23:51:53.392,16,0
2025-03-26 23:51:53.421,17,0
2025-03-26 23:51:53.454,18,2
2025-03-26 23:51:53.462,19,0
2025-03-26 23:51:53.497,20,0
2025-03-26 23:51:53.510,21,0
2025-03-26 23:51:53.532,22,0
2025-03-26 23:51:53.585,23,0
2025-03-26 23:51:53.631,24,0
2025-03-26 23:51:53.665,25,0
2025-03-26 23:51:53.698,26,4
2025-03-26 23:51:53.711,27,0
2025-03-26 23:51:53.727,28,2
2025-03-26 23:51:53.748,29,0
2025-03-26 23:51:53.790,30,0
2025-03-26 23:51:53.814,31,0
2025-03-26 23:51:53.830,32,0
2025-03-26 23:51:53.846,33,0
2025-03-26 23:51:53.871,34,0
2025-03-26 23:51:53.894,35,0
2025-03-26 23:51:53.920,36,0
2025-03-26 23:51:53.951,37,4
2025-03-26 23:51:54.000,38,0
2025-03-26 23:51:54.014,39,0
2025-03-26 23:51:54.048,40,0
2025-03-26 23:51:54.100,41,0
2025-03-26 23:51:54.149,42,2
2025-03-26 23:51:54.164,43,10
2025-03-26 23:51:54.191,44,0
2025-03-26 23:51:54.239,45,0
2025-03-26 23:51:54.255,46,0
2025-03-26 23:51:54.294,47,0
2025-03-26 23:51:54.303,48,0
2025-03-26 23:51:54.329,49,0
2025-03-26 23:51:54.360,50,0
2025-03-26 23:51:54.409,51,0
2025-03-26 23:51:54.457,52,6
2025-03-26 23:51:54.514,53,0
2025-03-26 23:51:54.552,54,0
2025-03-26 23:51:54.579,55,0
2025-03-26 23:51:54.628,56,0
2025-03-26 23:51:54.662,57,0
2025-03-26 23:51:54.708,58,0
2025-03-26 23:51:54.729,59,0
2025-03-26 23:51:54.768,60,10
2025-03-26 23:51:54.807,61,0
2025-03-26 23:51:54.857,62,0
2025-03-26 23:51:54.879,63,10
2025-03-26 23:51:54.889,64,0
2025-03-26 23:51:54.898,65,0
2025-03-26 23:51:54.952,66,0
2025-03-26 23:51:55.000,67,0
2025-03-26 23:51:55.022,68,4
2025-03-26 23:51:55.055,69,0
2025-03-26 23:51:55.083,70,0
2025-03-26 23:51:55.102,71,0
2025-03-26 23:51:55.132,72,0
2025-03-26 23:51:55.175,73,4
2025-03-26 23:51:55.187,74,0
2025-03-26 23:51:55.222,75,0
2025-03-26 23:51:55.245,76,0
2025-03-26 23:51:55.297,77,0
2025-03-26 23:51:55.317,78,2
2025-03-26 23:51:55.357,79,0
2025-03-26 23:51:55.407,80,0
2025-03-26 23:51:55.443,81,10
2025-03-26 23:51:55.477,82,0
2025-03-26 23:51:55.502,83,0
2025-03-26 23:51:55.524,84,0
2025-03-26 23:51:55.577,85,0
2025-03-26 23:51:55.615,86,0
2025-03-26 23:51:55.637,87,4
2025-03-26 23:51:55.651,88,0
2025-03-26 23:51:55.669,89,2
2025-03-26 23:51:55.681,90,0
2025-03-26 23:51:55.699,91,0
2025-03-26 23:51:55.722,92,0
2025-03-26 23:51:55.739,93,0
2025-03-26 23:51:55.764,94,0
2025-03-26 23:51:55.790,95,0
2025-03-26 23:51:55.834,96,0
2025-03-26 23:51:55.860,97,4
2025-03-26 23:51:55.878,98,0
2025-03-26 23:51:55.947,99,0
2025-03-26 23:51:55.990,100,0
2025-03-26 23:51:56.038,101,0
2025-03-26 23:51:56.073,102,2
2025-03-26 23:51:56.112,103,0
2025-03-26 23:51:56.150,104,0
2025-03-26 23:51:56.185,105,0
2025-03-26 23:51:56.220,106,0
2025-03-26 23:51:56.270,107,0
2025-03-26 23:51:56.279,108,0
2025-03-26 23:51:56.330,109,4
2025-03-26 23:51:56.377,110,4
2025-03-26 23:51:56.415,111,0
2025-03-26 23:51:56.461,112,0
2025-03-26 23:51:56.502,113,0
2025-03-26 23:51:56.527,114,0
2025-03-26 23:51:56.579,115,4
2025-03-26 23:51:56.605,116,0
2025-03-26 23:51:56.644,117,0
2025-03-26 23:51:56.677,118,0
2025-03-26 23:51:56.691,119,0
2025-03-26 23:51:56.711,120,0
2025-03-26 23:51:56.720,121,10
